legacy_row,legacy_key,new_ref,runtime_key,group,context,source_file,source_line,source_ref
186,dialogue.after_class_chest_knight.1,dialogue.after_class_chest_knight.1,dialogue.after_class_chest_knight.1,dialogue,Dialogue line 1 for after_class_chest_knight,scripts/scr_dialogue/scr_dialogue.gml,32,"global.dialogue_db[? ""after_class_chest_knight""]"
187,dialogue.after_class_chest_knight.2,dialogue.after_class_chest_knight.2,dialogue.after_class_chest_knight.2,dialogue,Dialogue line 2 for after_class_chest_knight,scripts/scr_dialogue/scr_dialogue.gml,33,"global.dialogue_db[? ""after_class_chest_knight""]"
188,dialogue.after_class_chest_mage.0,dialogue.after_class_chest_mage.0,dialogue.after_class_chest_mage.0,dialogue,Dialogue line 0 for after_class_chest_mage,scripts/scr_dialogue/scr_dialogue.gml,41,"global.dialogue_db[? ""after_class_chest_mage""]"
189,dialogue.after_class_chest_mage.1,dialogue.after_class_chest_mage.1,dialogue.after_class_chest_mage.1,dialogue,Dialogue line 1 for after_class_chest_mage,scripts/scr_dialogue/scr_dialogue.gml,42,"global.dialogue_db[? ""after_class_chest_mage""]"
190,dialogue.after_class_chest_mage.2,dialogue.after_class_chest_mage.2,dialogue.after_class_chest_mage.2,dialogue,Dialogue line 2 for after_class_chest_mage,scripts/scr_dialogue/scr_dialogue.gml,43,"global.dialogue_db[? ""after_class_chest_mage""]"
191,dialogue.after_class_chest_mage.3,dialogue.after_class_chest_mage.3,dialogue.after_class_chest_mage.3,dialogue,Dialogue line 3 for after_class_chest_mage,scripts/scr_dialogue/scr_dialogue.gml,44,"global.dialogue_db[? ""after_class_chest_mage""]"
192,dialogue.after_skillbook_chest_archer.0,dialogue.after_skillbook_chest_archer.0,dialogue.after_skillbook_chest_archer.0,dialogue,Dialogue line 0 for after_skillbook_chest_archer,scripts/scr_dialogue/scr_dialogue.gml,52,"global.dialogue_db[? ""after_skillbook_chest_archer""]"
193,dialogue.after_skillbook_chest_archer.1,dialogue.after_skillbook_chest_archer.1,dialogue.after_skillbook_chest_archer.1,dialogue,Dialogue line 1 for after_skillbook_chest_archer,scripts/scr_dialogue/scr_dialogue.gml,53,"global.dialogue_db[? ""after_skillbook_chest_archer""]"
194,dialogue.after_skillbook_chest_archer.2,dialogue.after_skillbook_chest_archer.2,dialogue.after_skillbook_chest_archer.2,dialogue,Dialogue line 2 for after_skillbook_chest_archer,scripts/scr_dialogue/scr_dialogue.gml,54,"global.dialogue_db[? ""after_skillbook_chest_archer""]"
195,dialogue.after_skillbook_chest_knight.0,dialogue.after_skillbook_chest_knight.0,dialogue.after_skillbook_chest_knight.0,dialogue,Dialogue line 0 for after_skillbook_chest_knight,scripts/scr_dialogue/scr_dialogue.gml,47,"global.dialogue_db[? ""after_skillbook_chest_knight""]"
196,dialogue.after_skillbook_chest_knight.1,dialogue.after_skillbook_chest_knight.1,dialogue.after_skillbook_chest_knight.1,dialogue,Dialogue line 1 for after_skillbook_chest_knight,scripts/scr_dialogue/scr_dialogue.gml,48,"global.dialogue_db[? ""after_skillbook_chest_knight""]"
197,dialogue.after_skillbook_chest_knight.2,dialogue.after_skillbook_chest_knight.2,dialogue.after_skillbook_chest_knight.2,dialogue,Dialogue line 2 for after_skillbook_chest_knight,scripts/scr_dialogue/scr_dialogue.gml,49,"global.dialogue_db[? ""after_skillbook_chest_knight""]"
198,dialogue.after_skillbook_chest_mage.0,dialogue.after_skillbook_chest_mage.0,dialogue.after_skillbook_chest_mage.0,dialogue,Dialogue line 0 for after_skillbook_chest_mage,scripts/scr_dialogue/scr_dialogue.gml,57,"global.dialogue_db[? ""after_skillbook_chest_mage""]"
199,dialogue.after_skillbook_chest_mage.1,dialogue.after_skillbook_chest_mage.1,dialogue.after_skillbook_chest_mage.1,dialogue,Dialogue line 1 for after_skillbook_chest_mage,scripts/scr_dialogue/scr_dialogue.gml,58,"global.dialogue_db[? ""after_skillbook_chest_mage""]"
200,dialogue.after_skillbook_chest_mage.2,dialogue.after_skillbook_chest_mage.2,dialogue.after_skillbook_chest_mage.2,dialogue,Dialogue line 2 for after_skillbook_chest_mage,scripts/scr_dialogue/scr_dialogue.gml,59,"global.dialogue_db[? ""after_skillbook_chest_mage""]"
201,dialogue.after_skillbook_chest_mage.3,dialogue.after_skillbook_chest_mage.3,dialogue.after_skillbook_chest_mage.3,dialogue,Dialogue line 3 for after_skillbook_chest_mage,scripts/scr_dialogue/scr_dialogue.gml,60,"global.dialogue_db[? ""after_skillbook_chest_mage""]"
202,dialogue.barrel_break.0,dialogue.barrel_break.0,dialogue.barrel_break.0,dialogue,Dialogue line 0 for barrel_break,scripts/scr_dialogue/scr_dialogue.gml,73,"global.dialogue_db[? ""barrel_break""]"
203,dialogue.barrel_broken.0,dialogue.barrel_broken.0,dialogue.barrel_broken.0,dialogue,Dialogue line 0 for barrel_broken,scripts/scr_dialogue/scr_dialogue.gml,74,"global.dialogue_db[? ""barrel_broken""]"
204,dialogue.bone.0,dialogue.bone.0,dialogue.bone.0,dialogue,Dialogue line 0 for bone,scripts/scr_dialogue/scr_dialogue.gml,70,"global.dialogue_db[? ""bone""]"
205,dialogue.chest_empty.0,dialogue.chest_empty.0,dialogue.chest_empty.0,dialogue,Dialogue line 0 for chest_empty,scripts/scr_dialogue/scr_dialogue.gml,77,"global.dialogue_db[? ""chest_empty""]"
206,dialogue.chest_open.0,dialogue.chest_open.0,dialogue.chest_open.0,dialogue,Dialogue line 0 for chest_open,scripts/scr_dialogue/scr_dialogue.gml,76,"global.dialogue_db[? ""chest_open""]"
207,dialogue.default.0,dialogue.default.0,dialogue.default.0,dialogue,Dialogue line 0 for default,scripts/scr_dialogue/scr_dialogue.gml,6,"global.dialogue_db[? ""default""]"
208,dialogue.dung_pile.0,dialogue.dung_pile.0,dialogue.dung_pile.0,dialogue,Dialogue line 0 for dung_pile,scripts/scr_dialogue/scr_dialogue.gml,71,"global.dialogue_db[? ""dung_pile""]"
209,dialogue.entering_second_floor.0,dialogue.entering_second_floor.0,dialogue.entering_second_floor.0,dialogue,Dialogue line 0 for entering_second_floor,scripts/scr_dialogue/scr_dialogue.gml,11,"global.dialogue_db[? ""entering_second_floor""]"
210,dialogue.entering_second_floor.1,dialogue.entering_second_floor.1,dialogue.entering_second_floor.1,dialogue,Dialogue line 1 for entering_second_floor,scripts/scr_dialogue/scr_dialogue.gml,12,"global.dialogue_db[? ""entering_second_floor""]"
211,dialogue.entering_second_floor.2,dialogue.entering_second_floor.2,dialogue.entering_second_floor.2,dialogue,Dialogue line 2 for entering_second_floor,scripts/scr_dialogue/scr_dialogue.gml,13,"global.dialogue_db[? ""entering_second_floor""]"
212,dialogue.entering_second_floor.3,dialogue.entering_second_floor.3,dialogue.entering_second_floor.3,dialogue,Dialogue line 3 for entering_second_floor,scripts/scr_dialogue/scr_dialogue.gml,14,"global.dialogue_db[? ""entering_second_floor""]"
213,dialogue.fire_stand_extinguish.0,dialogue.fire_stand_extinguish.0,dialogue.fire_stand_extinguish.0,dialogue,Dialogue line 0 for fire_stand_extinguish,scripts/scr_dialogue/scr_dialogue.gml,82,"global.dialogue_db[? ""fire_stand_extinguish""]"
214,dialogue.fire_stand_off.0,dialogue.fire_stand_off.0,dialogue.fire_stand_off.0,dialogue,Dialogue line 0 for fire_stand_off,scripts/scr_dialogue/scr_dialogue.gml,83,"global.dialogue_db[? ""fire_stand_off""]"
215,dialogue.first_encounter_slime.0,dialogue.first_encounter_slime.0,dialogue.first_encounter_slime.0,dialogue,Dialogue line 0 for first_encounter_slime,scripts/scr_dialogue/scr_dialogue.gml,9,"global.dialogue_db[? ""first_encounter_slime""]"
216,dialogue.first_encounter_slime.1,dialogue.first_encounter_slime.1,dialogue.first_encounter_slime.1,dialogue,Dialogue line 1 for first_encounter_slime,scripts/scr_dialogue/scr_dialogue.gml,9,"global.dialogue_db[? ""first_encounter_slime""]"
217,dialogue.horned_skull.0,dialogue.horned_skull.0,dialogue.horned_skull.0,dialogue,Dialogue line 0 for horned_skull,scripts/scr_dialogue/scr_dialogue.gml,69,"global.dialogue_db[? ""horned_skull""]"
218,dialogue.loot_empty.0,dialogue.loot_empty.0,dialogue.loot_empty.0,dialogue,Dialogue line 0 for loot_empty,scripts/scr_dialogue/scr_dialogue.gml,80,"global.dialogue_db[? ""loot_empty""]"
219,dialogue.loot_received.0,dialogue.loot_received.0,dialogue.loot_received.0,dialogue,Dialogue line 0 for loot_received,scripts/scr_dialogue/scr_dialogue.gml,78,"global.dialogue_db[? ""loot_received""]"
220,dialogue.rock.0,dialogue.rock.0,dialogue.rock.0,dialogue,Dialogue line 0 for rock,scripts/scr_dialogue/scr_dialogue.gml,67,"global.dialogue_db[? ""rock""]"
221,dialogue.skull.0,dialogue.skull.0,dialogue.skull.0,dialogue,Dialogue line 0 for skull,scripts/scr_dialogue/scr_dialogue.gml,68,"global.dialogue_db[? ""skull""]"
222,dialogue.sys_class_chest_prompt.0,dialogue.sys_class_chest_prompt.0,dialogue.sys_class_chest_prompt.0,dialogue,Dialogue line 0 for sys_class_chest_prompt,scripts/scr_dialogue/scr_dialogue.gml,21,"global.dialogue_db[? ""sys_class_chest_prompt""]"
223,dialogue.sys_class_chest_prompt.1,dialogue.sys_class_chest_prompt.1,dialogue.sys_class_chest_prompt.1,dialogue,Dialogue line 1 for sys_class_chest_prompt,scripts/scr_dialogue/scr_dialogue.gml,22,"global.dialogue_db[? ""sys_class_chest_prompt""]"
224,dialogue.sys_floor1_intro.0,dialogue.sys_floor1_intro.0,dialogue.sys_floor1_intro.0,dialogue,Dialogue line 0 for sys_floor1_intro,scripts/scr_dialogue/scr_dialogue.gml,24,"global.dialogue_db[? ""sys_floor1_intro""]"
225,dialogue.sys_floor1_intro.1,dialogue.sys_floor1_intro.1,dialogue.sys_floor1_intro.1,dialogue,Dialogue line 1 for sys_floor1_intro,scripts/scr_dialogue/scr_dialogue.gml,25,"global.dialogue_db[? ""sys_floor1_intro""]"
226,dialogue.sys_floor1_intro.2,dialogue.sys_floor1_intro.2,dialogue.sys_floor1_intro.2,dialogue,Dialogue line 2 for sys_floor1_intro,scripts/scr_dialogue/scr_dialogue.gml,26,"global.dialogue_db[? ""sys_floor1_intro""]"
227,dialogue.sys_floor1_intro.3,dialogue.sys_floor1_intro.3,dialogue.sys_floor1_intro.3,dialogue,Dialogue line 3 for sys_floor1_intro,scripts/scr_dialogue/scr_dialogue.gml,27,"global.dialogue_db[? ""sys_floor1_intro""]"
228,dialogue.sys_floor1_intro.4,dialogue.sys_floor1_intro.4,dialogue.sys_floor1_intro.4,dialogue,Dialogue line 4 for sys_floor1_intro,scripts/scr_dialogue/scr_dialogue.gml,28,"global.dialogue_db[? ""sys_floor1_intro""]"
229,dialogue.sys_floor1_intro.5,dialogue.sys_floor1_intro.5,dialogue.sys_floor1_intro.5,dialogue,Dialogue line 5 for sys_floor1_intro,scripts/scr_dialogue/scr_dialogue.gml,29,"global.dialogue_db[? ""sys_floor1_intro""]"
230,dialogue.sys_load_missing.0,dialogue.sys_load_missing.0,dialogue.sys_load_missing.0,dialogue,Dialogue line 0 for sys_load_missing,scripts/scr_dialogue/scr_dialogue.gml,19,"global.dialogue_db[? ""sys_load_missing""]"
231,dialogue.sys_load_ok.0,dialogue.sys_load_ok.0,dialogue.sys_load_ok.0,dialogue,Dialogue line 0 for sys_load_ok,scripts/scr_dialogue/scr_dialogue.gml,18,"global.dialogue_db[? ""sys_load_ok""]"
232,dialogue.sys_save_ok.0,dialogue.sys_save_ok.0,dialogue.sys_save_ok.0,dialogue,Dialogue line 0 for sys_save_ok,scripts/scr_dialogue/scr_dialogue.gml,17,"global.dialogue_db[? ""sys_save_ok""]"
233,dialogue.tall_grass.0,dialogue.tall_grass.0,dialogue.tall_grass.0,dialogue,Dialogue line 0 for tall_grass,scripts/scr_dialogue/scr_dialogue.gml,66,"global.dialogue_db[? ""tall_grass""]"
234,dialogue.torch_extinguish.0,dialogue.torch_extinguish.0,dialogue.torch_extinguish.0,dialogue,Dialogue line 0 for torch_extinguish,scripts/scr_dialogue/scr_dialogue.gml,85,"global.dialogue_db[? ""torch_extinguish""]"
235,dialogue.torch_off.0,dialogue.torch_off.0,dialogue.torch_off.0,dialogue,Dialogue line 0 for torch_off,scripts/scr_dialogue/scr_dialogue.gml,86,"global.dialogue_db[? ""torch_off""]"
236,dialogue.tree.0,dialogue.tree.0,dialogue.tree.0,dialogue,Dialogue line 0 for tree,scripts/scr_dialogue/scr_dialogue.gml,64,"global.dialogue_db[? ""tree""]"
237,dialogue.tree_stump.0,dialogue.tree_stump.0,dialogue.tree_stump.0,dialogue,Dialogue line 0 for tree_stump,scripts/scr_dialogue/scr_dialogue.gml,65,"global.dialogue_db[? ""tree_stump""]"
238,enemy.name.enemy_direwolf,enemy.name.enemy_direwolf,enemy.name.enemy_direwolf,enemy,Enemy display name (ENEMY_DIREWOLF),scripts/scr_db_enemy/scr_db_enemy.gml,145,EnemyDB_Init enemy ENEMY_DIREWOLF
239,enemy.name.enemy_final_boss,enemy.name.enemy_final_boss,enemy.name.enemy_final_boss,enemy,Enemy display name (ENEMY_FINAL_BOSS),scripts/scr_db_enemy/scr_db_enemy.gml,253,EnemyDB_Init enemy ENEMY_FINAL_BOSS
240,enemy.name.enemy_ghostsword,enemy.name.enemy_ghostsword,enemy.name.enemy_ghostsword,enemy,Enemy display name (ENEMY_GHOSTSWORD),scripts/scr_db_enemy/scr_db_enemy.gml,172,EnemyDB_Init enemy ENEMY_GHOSTSWORD
241,enemy.name.enemy_killer_plant,enemy.name.enemy_killer_plant,enemy.name.enemy_killer_plant,enemy,Enemy display name (ENEMY_KILLER_PLANT),scripts/scr_db_enemy/scr_db_enemy.gml,118,EnemyDB_Init enemy ENEMY_KILLER_PLANT
242,enemy.name.enemy_madwhisp,enemy.name.enemy_madwhisp,enemy.name.enemy_madwhisp,enemy,Enemy display name (ENEMY_MADWHISP),scripts/scr_db_enemy/scr_db_enemy.gml,91,EnemyDB_Init enemy ENEMY_MADWHISP
243,enemy.name.enemy_mini_boss,enemy.name.enemy_mini_boss,enemy.name.enemy_mini_boss,enemy,Enemy display name (ENEMY_MINI_BOSS),scripts/scr_db_enemy/scr_db_enemy.gml,226,EnemyDB_Init enemy ENEMY_MINI_BOSS
244,enemy.name.enemy_slime,enemy.name.enemy_slime,enemy.name.enemy_slime,enemy,Enemy display name (ENEMY_SLIME),scripts/scr_db_enemy/scr_db_enemy.gml,10,EnemyDB_Init enemy ENEMY_SLIME
245,enemy.name.enemy_snake,enemy.name.enemy_snake,enemy.name.enemy_snake,enemy,Enemy display name (ENEMY_SNAKE),scripts/scr_db_enemy/scr_db_enemy.gml,64,EnemyDB_Init enemy ENEMY_SNAKE
246,enemy.name.enemy_spider,enemy.name.enemy_spider,enemy.name.enemy_spider,enemy,Enemy display name (ENEMY_SPIDER),scripts/scr_db_enemy/scr_db_enemy.gml,37,EnemyDB_Init enemy ENEMY_SPIDER
247,enemy.name.enemy_stranger,enemy.name.enemy_stranger,enemy.name.enemy_stranger,enemy,Enemy display name (ENEMY_STRANGER),scripts/scr_db_enemy/scr_db_enemy.gml,199,EnemyDB_Init enemy ENEMY_STRANGER
248,enemy.name.unknown,enemy.name.unknown,enemy.name.unknown,enemy,Loc_T fallback in Battle_BuildVictoryDialogueLines,scripts/scr_combat/scr_combat.gml,266,Battle_BuildVictoryDialogueLines:266
249,interact.grave.default,interact.grave.default,interact.grave.default,interact,Loc_T fallback in Interact_Handle,scripts/scr_interact/scr_interact.gml,156,Interact_Handle:156
250,interact.grave.line.obj_grave.0,interact.grave.line.obj_grave.0,interact.grave.line.obj_grave.0,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,11,obj_grave.grave_lines[0]
251,interact.grave.line.obj_grave.1,interact.grave.line.obj_grave.1,interact.grave.line.obj_grave.1,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,11,obj_grave.grave_lines[1]
252,interact.grave.line.obj_grave.10,interact.grave.line.obj_grave.10,interact.grave.line.obj_grave.10,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,16,obj_grave.grave_lines[10]
253,interact.grave.line.obj_grave.11,interact.grave.line.obj_grave.11,interact.grave.line.obj_grave.11,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,16,obj_grave.grave_lines[11]
254,interact.grave.line.obj_grave.12,interact.grave.line.obj_grave.12,interact.grave.line.obj_grave.12,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,17,obj_grave.grave_lines[12]
255,interact.grave.line.obj_grave.13,interact.grave.line.obj_grave.13,interact.grave.line.obj_grave.13,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,17,obj_grave.grave_lines[13]
256,interact.grave.line.obj_grave.14,interact.grave.line.obj_grave.14,interact.grave.line.obj_grave.14,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,18,obj_grave.grave_lines[14]
257,interact.grave.line.obj_grave.15,interact.grave.line.obj_grave.15,interact.grave.line.obj_grave.15,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,18,obj_grave.grave_lines[15]
258,interact.grave.line.obj_grave.16,interact.grave.line.obj_grave.16,interact.grave.line.obj_grave.16,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,19,obj_grave.grave_lines[16]
259,interact.grave.line.obj_grave.17,interact.grave.line.obj_grave.17,interact.grave.line.obj_grave.17,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,19,obj_grave.grave_lines[17]
260,interact.grave.line.obj_grave.18,interact.grave.line.obj_grave.18,interact.grave.line.obj_grave.18,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,20,obj_grave.grave_lines[18]
261,interact.grave.line.obj_grave.19,interact.grave.line.obj_grave.19,interact.grave.line.obj_grave.19,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,20,obj_grave.grave_lines[19]
262,interact.grave.line.obj_grave.2,interact.grave.line.obj_grave.2,interact.grave.line.obj_grave.2,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,12,obj_grave.grave_lines[2]
263,interact.grave.line.obj_grave.3,interact.grave.line.obj_grave.3,interact.grave.line.obj_grave.3,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,12,obj_grave.grave_lines[3]
264,interact.grave.line.obj_grave.4,interact.grave.line.obj_grave.4,interact.grave.line.obj_grave.4,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,13,obj_grave.grave_lines[4]
265,interact.grave.line.obj_grave.5,interact.grave.line.obj_grave.5,interact.grave.line.obj_grave.5,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,13,obj_grave.grave_lines[5]
266,interact.grave.line.obj_grave.6,interact.grave.line.obj_grave.6,interact.grave.line.obj_grave.6,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,14,obj_grave.grave_lines[6]
267,interact.grave.line.obj_grave.7,interact.grave.line.obj_grave.7,interact.grave.line.obj_grave.7,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,14,obj_grave.grave_lines[7]
268,interact.grave.line.obj_grave.8,interact.grave.line.obj_grave.8,interact.grave.line.obj_grave.8,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,15,obj_grave.grave_lines[8]
269,interact.grave.line.obj_grave.9,interact.grave.line.obj_grave.9,interact.grave.line.obj_grave.9,interact,Grave flavor line (obj_grave),objects/obj_grave/Create_0.gml,15,obj_grave.grave_lines[9]
270,interact.name.obj_barrel,interact.name.obj_barrel,interact.name.obj_barrel,interact,Interactable display name (obj_barrel),objects/obj_barrel/Create_0.gml,3,obj_barrel.interact_name
271,interact.name.obj_barrel_broken,interact.name.obj_barrel_broken,interact.name.obj_barrel_broken,interact,Interactable display name (obj_barrel_broken),objects/obj_barrel_broken/Create_0.gml,3,obj_barrel_broken.interact_name
272,interact.name.obj_bed,interact.name.obj_bed,interact.name.obj_bed,interact,Interactable display name (obj_bed),objects/obj_bed/Create_0.gml,4,obj_bed.interact_name
273,interact.name.obj_bone,interact.name.obj_bone,interact.name.obj_bone,interact,Interactable display name (obj_bone),objects/obj_bone/Create_0.gml,3,obj_bone.interact_name
274,interact.name.obj_chest,interact.name.obj_chest,interact.name.obj_chest,interact,Interactable display name (obj_chest),objects/obj_chest/Create_0.gml,3,obj_chest.interact_name
275,interact.name.obj_chest_opened,interact.name.obj_chest_opened,interact.name.obj_chest_opened,interact,Interactable display name (obj_chest_opened),objects/obj_chest_opened/Create_0.gml,3,obj_chest_opened.interact_name
276,interact.name.obj_dung_pile,interact.name.obj_dung_pile,interact.name.obj_dung_pile,interact,Interactable display name (obj_dung_pile),objects/obj_dung_pile/Create_0.gml,3,obj_dung_pile.interact_name
277,interact.name.obj_fire_stand,interact.name.obj_fire_stand,interact.name.obj_fire_stand,interact,Interactable display name (obj_fire_stand),objects/obj_fire_stand/Create_0.gml,3,obj_fire_stand.interact_name
278,interact.name.obj_fire_stand_off,interact.name.obj_fire_stand_off,interact.name.obj_fire_stand_off,interact,Interactable display name (obj_fire_stand_off),objects/obj_fire_stand_off/Create_0.gml,3,obj_fire_stand_off.interact_name
279,interact.name.obj_grave,interact.name.obj_grave,interact.name.obj_grave,interact,Loc_T fallback in Create_0,objects/obj_grave/Create_0.gml,3,Create_0:3
280,interact.name.obj_horned_skull,interact.name.obj_horned_skull,interact.name.obj_horned_skull,interact,Interactable display name (obj_horned_skull),objects/obj_horned_skull/Create_0.gml,3,obj_horned_skull.interact_name
281,interact.name.obj_rock1,interact.name.obj_rock1,interact.name.obj_rock1,interact,Interactable display name (obj_rock1),objects/obj_rock1/Create_0.gml,3,obj_rock1.interact_name
282,interact.name.obj_rock2,interact.name.obj_rock2,interact.name.obj_rock2,interact,Interactable display name (obj_rock2),objects/obj_rock2/Create_0.gml,3,obj_rock2.interact_name
283,interact.name.obj_skull_1,interact.name.obj_skull_1,interact.name.obj_skull_1,interact,Interactable display name (obj_skull_1),objects/obj_skull_1/Create_0.gml,3,obj_skull_1.interact_name
284,interact.name.obj_skull_2,interact.name.obj_skull_2,interact.name.obj_skull_2,interact,Interactable display name (obj_skull_2),objects/obj_skull_2/Create_0.gml,3,obj_skull_2.interact_name
285,interact.name.obj_tall_grass,interact.name.obj_tall_grass,interact.name.obj_tall_grass,interact,Interactable display name (obj_tall_grass),objects/obj_tall_grass/Create_0.gml,3,obj_tall_grass.interact_name
286,interact.name.obj_torch,interact.name.obj_torch,interact.name.obj_torch,interact,Interactable display name (obj_torch),objects/obj_torch/Create_0.gml,3,obj_torch.interact_name
287,interact.name.obj_torch_off,interact.name.obj_torch_off,interact.name.obj_torch_off,interact,Interactable display name (obj_torch_off),objects/obj_torch_off/Create_0.gml,3,obj_torch_off.interact_name
288,interact.name.obj_tree_1,interact.name.obj_tree_1,interact.name.obj_tree_1,interact,Interactable display name (obj_tree_1),objects/obj_tree_1/Create_0.gml,3,obj_tree_1.interact_name
289,interact.name.obj_tree_2,interact.name.obj_tree_2,interact.name.obj_tree_2,interact,Interactable display name (obj_tree_2),objects/obj_tree_2/Create_0.gml,3,obj_tree_2.interact_name
290,interact.name.obj_tree_stump1,interact.name.obj_tree_stump1,interact.name.obj_tree_stump1,interact,Interactable display name (obj_tree_stump1),objects/obj_tree_stump1/Create_0.gml,3,obj_tree_stump1.interact_name
291,interact.name.obj_tree_stump2,interact.name.obj_tree_stump2,interact.name.obj_tree_stump2,interact,Interactable display name (obj_tree_stump2),objects/obj_tree_stump2/Create_0.gml,3,obj_tree_stump2.interact_name
292,item.msg.already_know,item.msg.already_know,item.msg.already_know,item,Loc_T fallback in Item_SkillbookValidate,scripts/scr_db_item/scr_db_item.gml,844,Item_SkillbookValidate:844
293,item.msg.cant_use,item.msg.cant_use,item.msg.cant_use,item,Loc_T fallback in Menu_UseInventoryItem,scripts/scr_menu/scr_menu.gml,854,Menu_UseInventoryItem:854
294,item.msg.class_cannot_learn,item.msg.class_cannot_learn,item.msg.class_cannot_learn,item,Loc_T fallback in Item_SkillbookValidate,scripts/scr_db_item/scr_db_item.gml,830,Item_SkillbookValidate:830
295,item.msg.full_health,item.msg.full_health,item.msg.full_health,item,Loc_T fallback in Item_Use,scripts/scr_db_item/scr_db_item.gml,888,Item_Use:888
296,item.msg.full_mana,item.msg.full_mana,item.msg.full_mana,item,Loc_T fallback in Item_Use,scripts/scr_db_item/scr_db_item.gml,898,Item_Use:898
297,item.msg.healed_hp,item.msg.healed_hp,item.msg.healed_hp,item,Loc_T fallback in Item_Use,scripts/scr_db_item/scr_db_item.gml,890,Item_Use:890
298,item.msg.learned,item.msg.learned,item.msg.learned,item,Loc_T fallback in Item_SkillbookValidate,scripts/scr_db_item/scr_db_item.gml,849,Item_SkillbookValidate:849
299,item.msg.no_status_cure,item.msg.no_status_cure,item.msg.no_status_cure,item,Loc_T fallback in Item_Use,scripts/scr_db_item/scr_db_item.gml,917,Item_Use:917
300,item.msg.not_ready_skill,item.msg.not_ready_skill,item.msg.not_ready_skill,item,Loc_T fallback in Item_SkillbookValidate,scripts/scr_db_item/scr_db_item.gml,825,Item_SkillbookValidate:825
301,item.msg.recovered_mp,item.msg.recovered_mp,item.msg.recovered_mp,item,Loc_T fallback in Item_Use,scripts/scr_db_item/scr_db_item.gml,900,Item_Use:900
302,item.msg.status_cured,item.msg.status_cured,item.msg.status_cured,item,Loc_T fallback in Item_Use,scripts/scr_db_item/scr_db_item.gml,914,Item_Use:914
303,item.msg.that_skill,item.msg.that_skill,item.msg.that_skill,item,Loc_T fallback in Item_SkillbookValidate,scripts/scr_db_item/scr_db_item.gml,810,Item_SkillbookValidate:810
304,item.name.0,item.name.0,item.name.0,item,Loc_T fallback in ItemDB_Get,scripts/scr_db_item/scr_db_item.gml,716,ItemDB_Get:716
305,item.name.1,item.name.1,item.name.1,item,Item display name (1),scripts/scr_db_item/scr_db_item.gml,12,ItemDB_Init item 1
306,item.name.10,item.name.10,item.name.10,item,Item display name (10),scripts/scr_db_item/scr_db_item.gml,177,ItemDB_Init item 10
307,item.name.101,item.name.101,item.name.101,item,Item display name (101),scripts/scr_db_item/scr_db_item.gml,332,ItemDB_Init item 101
308,item.name.102,item.name.102,item.name.102,item,Item display name (102),scripts/scr_db_item/scr_db_item.gml,350,ItemDB_Init item 102
309,item.name.103,item.name.103,item.name.103,item,Item display name (103),scripts/scr_db_item/scr_db_item.gml,368,ItemDB_Init item 103
310,item.name.104,item.name.104,item.name.104,item,Item display name (104),scripts/scr_db_item/scr_db_item.gml,386,ItemDB_Init item 104
311,item.name.105,item.name.105,item.name.105,item,Item display name (105),scripts/scr_db_item/scr_db_item.gml,404,ItemDB_Init item 105
312,item.name.106,item.name.106,item.name.106,item,Item display name (106),scripts/scr_db_item/scr_db_item.gml,422,ItemDB_Init item 106
313,item.name.107,item.name.107,item.name.107,item,Item display name (107),scripts/scr_db_item/scr_db_item.gml,440,ItemDB_Init item 107
314,item.name.108,item.name.108,item.name.108,item,Item display name (108),scripts/scr_db_item/scr_db_item.gml,458,ItemDB_Init item 108
315,item.name.109,item.name.109,item.name.109,item,Item display name (109),scripts/scr_db_item/scr_db_item.gml,476,ItemDB_Init item 109
316,item.name.11,item.name.11,item.name.11,item,Item display name (11),scripts/scr_db_item/scr_db_item.gml,235,ItemDB_Init item 11
317,item.name.110,item.name.110,item.name.110,item,Item display name (110),scripts/scr_db_item/scr_db_item.gml,494,ItemDB_Init item 110
318,item.name.111,item.name.111,item.name.111,item,Item display name (111),scripts/scr_db_item/scr_db_item.gml,512,ItemDB_Init item 111
319,item.name.112,item.name.112,item.name.112,item,Item display name (112),scripts/scr_db_item/scr_db_item.gml,530,ItemDB_Init item 112
