brand_canonical,reviews,avg_rating,low_rating_rate
Ariel,6336,4.950284090909091,0.009627525252525252
Breeze,6337,4.953132397033296,0.007416758718636579
Calla,122,4.844262295081967,0.03278688524590164
Champion,2019,4.950965824665676,0.008420009905894007
Downy,2765,4.9189873417721515,0.01735985533453888
Surf,6169,4.959150591668018,0.006808234721997083
Tide,1451,4.924190213645762,0.015851137146795313
Unknown,44547,4.919433407412396,0.013289334859810986
