retailerName,market,site,productName,category,subcategory,brand,retailerProductCode,upc,manufacturer,productUrl,additionalProductDescription,ingredients,productImageUrl,dateFirstAvailable,dateAddedToCatalog,numberOfReviews,productRating,aboutThisItem,internalReviewId,retailerReviewId,reviewDate,reviewDateISO,reviewRating,reviewTitle,reviewText,parentOrChild,reviewUrl,reviewType,verifiedPurchase,helpfulReviewCount,reviewCustomerImages,productName_clean,brand_clean,category_clean,subcategory_clean,reviewText_clean,review_date,dateAddedToCatalog_clean,verified_purchase_flag,has_text,has_image,low_rating_flag,is_review_row,brand_canonical,relevance_flag
Lazada,PH,lazada.com.ph,Bar detergent 2pack (10pcs Jumbo) Mabango at Mabula,Fabric Care,Fabric Enhancer,No Brand,3837037321,,,https://www.lazada.com.ph/products/bar-detergent-2pack-10pcs-jumbo-mabango-at-mabula-i3837037321.html,,,https://filebroker-cdn.lazada.com.ph/kf/S6ca560ee8fc4466b8fc1d2ab3126dbc2X.jpg,,2023-09-20,7,5.0,,,,,,,,,,,,,,,bar detergent 2pack (10pcs jumbo) mabango at mabula,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Tide Simply Clean & Fresh DAYBREAK FRESH . REFRESHING BREEZE Liquid Laundry Detergent - Imported - AUTHENTIC - Paez PH,Fabric Care,Fabric Enhancer,No Brand,3571856341,,,https://www.lazada.com.ph/products/tide-simply-clean-fresh-daybreak-fresh-refreshing-breeze-liquid-laundry-detergent-imported-authentic-paez-ph-i3571856341.html,,,https://ph-live-01.slatic.net/p/4a090a7033cf348e7417453636cb4366.jpg,,2024-02-02,1,5.0,,,,,,,,,,,,,,,tide simply clean & fresh daybreak fresh refreshing breeze liquid laundry detergent - imported - authentic - paez ph,no brand,fabric care,fabric enhancer,,,2024-02-02,,0,0,0,0,Tide,relevant
Lazada,PH,lazada.com.ph,Laugend 8x Cleaning Power Laundry 50Pods Powerful Detergent Capsul Long Scent beans,Fabric Care,Fabric Enhancer,No Brand,3827986318,,,https://www.lazada.com.ph/products/laugend-8x-cleaning-power-laundry-50pods-powerful-detergent-capsul-long-scent-beans-i3827986318.html,,,https://ph-live-01.slatic.net/p/d0517f1d4ed38755134d94962bdb7ead.jpg,,2024-02-02,1,5.0,,,,,,,,,,,,,,,laugend 8x cleaning power laundry 50pods powerful detergent capsul long scent beans,no brand,fabric care,fabric enhancer,,,2024-02-02,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Women's Underwear Detergent Special Fragrance Laundry Detergent Sterilization Antibacterial Cleaning Agent Antibacterial Blood Stain Cleaning Solution Lasting Fragrance,Fabric Care,Fabric Enhancer,No Brand,3459388005,,,https://www.lazada.com.ph/products/womens-underwear-detergent-special-fragrance-laundry-detergent-sterilization-antibacterial-cleaning-agent-antibacterial-blood-stain-cleaning-solution-lasting-fragrance-i3459388005.html,,,https://ph-live-01.slatic.net/p/592d43cfec516a5a34e9febf8c091cab.jpg,,2023-09-20,8,5.0,Mild formula. gentle to hands | Safe and soft to skin. environment-friendly products | Moderate bubbles. easy to wash | Keeping the clothes with bright colour. not hurt the fabric | Oxi clean ingredients penetrate into the inner of fiber of fabric. quickly dissolve deep stains | Fresh & sweet fragrance | Brand:LIFUSHAItem:268mlOrigin:Mainland ChinaNet Content:Antibacterial Laundry Detergent for Underwear and Underwear(A Bottle)Fragrance:Natural FlavorUnit:BottleScope:Women's Underwear/Baby ClothesWhether Discount Dress:NoFunction:Sterilization,,,,,,,,,,,,,,women s underwear detergent special fragrance laundry detergent sterilization antibacterial cleaning agent antibacterial blood stain cleaning solution lasting fragrance,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Home+Hound 50pcs Laundry Ball Beads New Portable Laundry Gel Stains Film Bead Ball Capsules Travel Washing Liquid0pcs,Fabric Care,Fabric Enhancer,HOME + HOUND,3542576521,,,https://www.lazada.com.ph/products/homehound-50pcs-laundry-ball-beads-new-portable-laundry-gel-stains-film-bead-ball-capsules-travel-washing-liquid0pcs-i3542576521.html,,,https://ph-live-01.slatic.net/p/a92909716a808b2f53c72cc157894f5b.jpg,,2023-09-20,2,5.0,"50PCS Laundry pods Liquid Capsules Detergent Beads Balls Wash laundry Long Scent beans DAMAI laundry soap/baby detergent soap/liquid detergent/laundry detergent pods/cycles laundry detergent | Bullet Points: | 1, Product Ingredients: Surfactant. stain remover. supple protective agent. perfume. enzyme. etc. Choose ecologically active enzymes to penetrate into fabric fibers and remove stains. | 2, Powerful Cleaning: This product is a phosphorus-free concentrated formula. without the addition of aluminum. fluorescent agents. deep cleaning. easy to rinse. no residue. safe and environmentally friendly. water-saving cleaning. | 3, Harmless to Use: The pH is neutral. very close to the pH of human skin. non-corrosive. so it can safely wash baby clothes. Neither hand washing nor machine washing will damage your hands. | 4, Three-in-one Function: The laundry gel can be a softener. a laundry detergent and a disinfectant at the same time. with a long-lasting aroma. and the clothes will smell after washing. | 5, Efficient Stain Removal: Elegant floral concentrated laundry detergent. 8 times the cleaning power. easy to float. easy to wash and strong detergency. can wash fresh natural clothing. With deep cleanliness. it can effectively remove various stains. such as coffee. juice. sauce. etc. | Specification: | Name: Concentrated Laundry Gel | Category: laundry care | Ingredients: Surfactant. Stain Remover. Soft Protective Agent | Single laundry gel: about 8g | Scope of application: cotton. linen. synthetic fabrics | Packaging: plastic box",,,,,,,,,,,,,,home hound 50pcs laundry ball beads new portable laundry gel stains film bead ball capsules travel washing liquid0pcs,home + hound,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,30 PCS Anti-cross Dyeing Clothes Color Absorption Film 30 Pieces Of Washing Laundry Anti-cross Color,Fabric Care,Fabric Enhancer,OEM,2852872592,,,https://www.lazada.com.ph/products/30-pcs-anti-cross-dyeing-clothes-color-absorption-film-30-pieces-of-washing-laundry-anti-cross-color-i2852872592.html,,,https://ph-live-01.slatic.net/p/aaafdd39ce42ec70c78b1a0b6c1f9f39.jpg,,2024-02-02,1,5.0,"Welcome to our shop [(Product Details)] Products:Color Absorption Film Net Content:0.06 Specifications:30 pcs/Box Product Volume: 16.0 cm * 12.0 cm * 5.0 cm What Is Color Absorption Tissue? Color Absorption Tissue Is a New Type of Fiber Honeycomb Structure Technology Using Nanotechnology. Laundry Masterbatch Chip.Able to Absorb and Lock into Water When Cleaning Clothes. Free Color Particles.So as to Avoid Cross Dyeing. Mixed Washing Adsorption Prevents String Color. Quickly Absorb and Lock the Free Color Particles Released in the Water When Cleaning Colored Clothes, Heavy Metal Particles. So as to Prevent Dye Particles from Adhering to Other Clothes.Dye It. Cellular Structure Stronger Adsorption Force. Honeycomb Structure Can Timely Absorb Free Colored Molecules in Water.So as to Prevent These Dyed Particles from Attaching to Other Clothes Dye It. That Is Simple to Use.Ready to use. Like Paper Towel.Quickly and Easily.Time-Saving Simple. --------------------------------------------------- Best Wishes ------------------------------------------------- #Color Absorption Film",,,,,,,,,,,,,,30 pcs anti-cross dyeing clothes color absorption film 30 pieces of washing laundry anti-cross color,oem,fabric care,fabric enhancer,,,2024-02-02,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Washing Machine Cleaning Detergent Cleaner Descaler Deep Remover Tablet Cleaning Dirt,Fabric Care,Fabric Enhancer,No Brand,1781698772,,,https://www.lazada.com.ph/products/washing-machine-cleaning-detergent-cleaner-descaler-deep-remover-tablet-cleaning-dirt-i1781698772.html,,,https://ph-live-01.slatic.net/p/fe6d74360bf97c3b434ae1fc5f0be019.png,,2023-09-20,4,4.75,WASHING MACHINE CLEANER HELPS CLEAN AND SANITIZE YOUR WASHING MACHINE-Use at least one per month to maintain a clean and fresh washing machine. For heavy build up or odors use 2 tablets per week for 3 consecutive weks. Then continue to treat washing machine one per month.FOR MAINTENANCE-Use 1 tablet once a month to help keep your washing machine cleanTIPS TO KEEP MACHINE FRESH-Always remove residue timeiy from washing machine-Keep the washe door open when it is no on working-Keep the dispenser drawer open when it is no on working.,,,,,,,,,,,,,,washing machine cleaning detergent cleaner descaler deep remover tablet cleaning dirt,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Home Bloom Laundry Pods / 25pods per box,Fabric Care,Fabric Enhancer,No Brand,2909984713,,,https://www.lazada.com.ph/products/home-bloom-laundry-pods-25pods-per-box-i2909984713.html,,,https://filebroker-cdn.lazada.com.ph/kf/S850390e09b934def9c13b9d187c159b9F.jpg,,2023-09-20,6,5.0,,,,,,,,,,,,,,,home bloom laundry pods / 25pods per box,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,200g Grand Canal Old Soap Not Hurt Hands Underwear Tops Pants Laundry Soap Super Strong Laundry soap,Fabric Care,Fabric Enhancer,No Brand,3729852820,,,https://www.lazada.com.ph/products/200g-grand-canal-old-soap-not-hurt-hands-underwear-tops-pants-laundry-soap-super-strong-laundry-soap-i3729852820.html,,,https://ph-live-01.slatic.net/p/3a11fb26e76f1f23f653d6442e15a84b.jpg,,2023-09-20,29,5.0,,,,,,,,,,,,,,,200g grand canal old soap not hurt hands underwear tops pants laundry soap super strong laundry soap,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,All PURPOSE DETERGENT POWDER,Fabric Care,Fabric Enhancer,Magic Fairy,490394277,,,https://www.lazada.com.ph/products/all-purpose-detergent-powder-i490394277.html,,,https://ph-live-01.slatic.net/p/83c53ce39273cb005b23acc85c9c12de.jpg,,2023-09-20,5,4.8,All purpose detergent powder 1kgEspecially formulated with enhanced cleaning agents that effectively removes dirt and stain.leaving your clothes smelling fresh and cleanfor handwashing.washing machine usefor dishwashing and all purpose cleaning use too.with a scent of floral fresh,,,,,,,,,,,,,,all purpose detergent powder,magic fairy,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Home+Hound Descaler Deep Remover Tablet Cleaning Dirt Washing Machine Cleaning Detergent Cleaner,Fabric Care,Fabric Enhancer,HOME + HOUND,3852268603,,,https://www.lazada.com.ph/products/homehound-descaler-deep-remover-tablet-cleaning-dirt-washing-machine-cleaning-detergent-cleaner-i3852268603.html,,,https://ph-live-01.slatic.net/p/80795bc20f3b5b712a460ac0e8a80453.jpg,,2024-02-02,2,4.0,,,,,,,,,,,,,,,home hound descaler deep remover tablet cleaning dirt washing machine cleaning detergent cleaner,home + hound,fabric care,fabric enhancer,,,2024-02-02,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Color Bleaching Powder Explosive Salt Remove Yellow Stains Non-hurt Clothes Quick-washing,Fabric Care,Fabric Enhancer,OEM,2852886490,,,https://www.lazada.com.ph/products/color-bleaching-powder-explosive-salt-remove-yellow-stains-non-hurt-clothes-quick-washing-i2852886490.html,,,https://ph-live-01.slatic.net/p/a830b64be3cf34039425e675c4ac1727.jpg,,2024-02-02,1,5.0,Welcome to our shop Product Info: [(Weight)] 240g [(Color)] As shows [(Material)] Sodium peroxycarbonate [(Package)] 1 bottle Features: 1. Main ingredient is sodium peroxycarbonate. can deeply clean and decompose stains. while eliminating and odors. 2. Phosphorus-free. food-grade materials that do not hurt hands. 3. No chemical agents. active oxygen. whitening and color protection 4. Not damage clothing fibers. baby and pregnant women can use it with confidence Friendly Tips: 1. Please allow 1-2cm error due to manual measurement. 2. The colors may have different as the difference display. pls understand. Enjoy ur shopping time and hv a nice day~ --------------------------------------------------- Best Wishes ------------------------------------------------- #Detergent,,,,,,,,,,,,,,color bleaching powder explosive salt remove yellow stains non-hurt clothes quick-washing,oem,fabric care,fabric enhancer,,,2024-02-02,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Detergent Powder 1kg Sakto,Fabric Care,Fabric Enhancer,No Brand,1887023975,,,https://www.lazada.com.ph/products/detergent-powder-1kg-sakto-i1887023975.html,,,https://ph-live-01.slatic.net/p/7fac93d68044b82116ca225e666999c7.jpg,,2023-09-20,1,5.0,,,,,,,,,,,,,,,detergent powder 1kg sakto,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,COD[(Local Deliver)] 50PCS Laundry Pods Liquid Capsules Detergent Beads Balls Wash Laundry Long Scent Beans,Fabric Care,Fabric Enhancer,No Brand,4104430560,,,https://www.lazada.com.ph/products/codlocal-deliver50pcs-laundry-pods-liquid-capsules-detergent-beads-balls-wash-laundry-long-scent-beans-i4104430560.html,,,https://sg-test-11.slatic.net/p/f1223dcb3300de4ebb326ae1da62c794.jpg,,2023-11-02,16,4.4375,Name: Concentrated Laundry Gel | Category: laundry care | Ingredients: Surfactant. Stain Remover. Soft Protective Agent | Single laundry gel: about 8g | Scope of application: cotton. linen. synthetic fabrics,,,,,,,,,,,,,,cod (local deliver) 50pcs laundry pods liquid capsules detergent beads balls wash laundry long scent beans,no brand,fabric care,fabric enhancer,,,2023-11-02,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,S&R's Liquid Laundry Detergent 1lt.,Fabric Care,Fabric Enhancer,No Brand,958636885,,,https://www.lazada.com.ph/products/srs-liquid-laundry-detergent-1lt-i958636885.html,,,https://ph-live-01.slatic.net/p/5af93e2dc64e8ec92c701ab4f710cb5d.jpg,,2023-09-20,1,5.0,S&R's Liquid Laundry Detergent high concentration formula has deep cleaning agents that quickly lift and breakdown stubborn stains. grease & oil. leaving your clothes & laundry items clean. fresh and bright.,,,,,,,,,,,,,,s&r s liquid laundry detergent 1lt,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,10pcs Reusable Washing Ball Magic Decontamination Anti-winding Clothes Cleaning Ball,Fabric Care,Fabric Enhancer,No Brand,4095252979,,,https://www.lazada.com.ph/products/10pcs-reusable-washing-ball-magic-decontamination-anti-winding-clothes-cleaning-ball-i4095252979.html,,,https://sg-test-11.slatic.net/p/a593c9b4daaed91e437f82e5ad487f67.jpg,,2024-02-02,4,5.0,Features: | 1. Decontamination. prevent clothes from tangling and knotting. | 2. Prevent skin allergy and irritation. | 3. Elasticity silicone material. will not damage the clothes. wash more cleanly. | 4. Reduces scale. rust and lime build-up in washing machines and pipes. Compatible with any washing machine.,,,,,,,,,,,,,,10pcs reusable washing ball magic decontamination anti-winding clothes cleaning ball,no brand,fabric care,fabric enhancer,,,2024-02-02,,0,0,0,0,Unknown,borderline
Lazada,PH,lazada.com.ph,5 pcs Washing Machine Cleaning Detergent Cleaner Descaler Deep Remover Tablet Cleaning Dirt,Fabric Care,Fabric Enhancer,No Brand,645766289,,,https://www.lazada.com.ph/products/5-pcs-washing-machine-cleaning-detergent-cleaner-descaler-deep-remover-tablet-cleaning-dirt-i645766289.html,,,https://ph-live-01.slatic.net/p/6df2f4f78be311ebd44e0138d3e43bc8.jpg,,2023-09-20,56,4.464285714285714,-Deep cleaning: Uses active oxygen decontamination properties to remove 99% of dirt! | -Cleans every portion of your tub even the unseen portion that may contain harmful and stagnant dirt. Also helps dissolve oil substances in your tub. | -High effective: Specially designed to dissolve slowly. lasting throughout the entire wash cycle and breaking up residue better than bleach. | -FOR BEST RESULTS USE ONCE A MONTH TO KEEP YOUR MACHINE FRESHER AND CLEANER! Keep your washing machine clean. fresh & free from dirt now. | -Extend life: For best results use cleaner every 1 to 3 months or as needed to extend life of washing machine | -For all washing machine: For use with sanitizing. descaling and cleaning Frigidaire. GE. Hotpoint. LG. Samsung. Magic Chef. Miele. Bosch and all other Top Load. Front Load. Portable. HE and Non-HE washer machines. | -Unique: Product is unique and carries its own natural characteristics: Specially formulated tablet dissolves slowly. lasting throughout the entire wash cycle and breaking up residue better than bleach,,,,,,,,,,,,,,5 pcs washing machine cleaning detergent cleaner descaler deep remover tablet cleaning dirt,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,WAHL Finale Gold Foil & Cutter Bar Assembly,Fabric Care,Laundry Detergents,Wahl,2239281686,,,https://www.lazada.com.ph/products/wahl-finale-gold-foil-cutter-bar-assembly-i2239281686.html,,,https://ph-live-01.slatic.net/p/70a694ea32327c1123ac0f164016b578.jpg,,2023-09-20,2,5.0,,,,,,,,,,,,,,,wahl finale gold foil & cutter bar assembly,wahl,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,borderline
Lazada,PH,lazada.com.ph,AUTHENTIC DORCO BLADES 1000pcs,Fabric Care,Laundry Detergents,Dorco,2387680144,,,https://www.lazada.com.ph/products/authentic-dorco-blades-1000pcs-i2387680144.html,,,https://ph-live-01.slatic.net/p/d63c7539f199269b58c3c4ff62a8178e.jpg,,2023-09-20,5,5.0,,,,,,,,,,,,,,,authentic dorco blades 1000pcs,dorco,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,irrelevant
Lazada,PH,lazada.com.ph,Gillette Fusion5 Power Mens Razor Blade Refills 8 Count (FPWR 8),Fabric Care,Laundry Detergents,Gillette,1867639958,,,https://www.lazada.com.ph/products/gillette-fusion5-power-mens-razor-blade-refills-8-count-fpwr-8-i1867639958.html,,,https://ph-live-01.slatic.net/p/6d77153641953c6facb18083aa72f234.png,,2023-09-20,1,5.0,100% Authentic from the USA. | Refills fit all Gillette 5-blade razor handles (excluding GilletteLabs) | Gillette Fusion Power razor blades feature advanced 5 A | Precision beard trimmer for tricky spots like sideburns. under the nose. and around facial hair | Indicator lubrastrip that fades to white when you are no longer getting the optimal Gillette Fusion shave,,,,,,,,,,,,,,gillette fusion5 power mens razor blade refills 8 count (fpwr 8),gillette,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,irrelevant
Lazada,PH,lazada.com.ph,Gillette Mach3 Turbo 3D Cartridge 4s (set of 2),Fabric Care,Laundry Detergents,Gillette,3509076883,,,https://www.lazada.com.ph/products/gillette-mach3-turbo-3d-cartridge-4s-set-of-2-i3509076883.html,,,https://ph-live-01.slatic.net/p/5d58778190101345f12961d3ffc172c1.jpg,,2023-09-20,28,5.0,FOR THAT CLOSE. SMOOTH SHAVE use Gillette Mach 3 Turbo Razor | 3 blades - For a smooth shave | Microfin Skinguard - Stretches skin and prepares hair to be cut | Lubricant strip - Glides over skin to help protect against skin irritation | Premium handle - Expertly balanced and weighted | The secret to an easy yet close shave? Gillette Mach 3 Turbo. Its Microfin Skinguard. lubricant strip. and 3 blades are sure to give you smooth shaving all the way. | Manufacturing date is in MM/YYYY format | Shelf- life is 3 years from manufacturing date | Expiration date is in MM/YYYY format,,,,,,,,,,,,,,gillette mach3 turbo 3d cartridge 4s (set of 2),gillette,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,borderline
Lazada,PH,lazada.com.ph,Gillette Fusion Proglide Razor 1 Handle 6 Cartridge plus 1 Battery,Fabric Care,Laundry Detergents,Gillete,2550782780,,,https://www.lazada.com.ph/products/gillette-fusion-proglide-razor-1-handle-6-cartridge-plus-1-battery-i2550782780.html,,,https://ph-live-01.slatic.net/p/656d5edcedfa98b5ef8285b94bf132f6.png,,2023-09-20,1,5.0,Gillette Fusion Proglide Razor | 1 Handle 6 Cartridge Four plus 1 Battery | 2X More Preferred With Flexball Handle Technology that responds to contours for out best Shave | Gillette's Best Shave. Great even on sensitve skin. | 1. Flexiball responds to Facial contours. | 2. Our Thinest Finest Blades with less tug and pull for the incredible comfort. | 3. Precision Trimmer on the back to accurate edging. | Cartridge made in Germany Handle Made in China Assembled in Vietnam Battery Made in China,,,,,,,,,,,,,,gillette fusion proglide razor 1 handle 6 cartridge plus 1 battery,gillete,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,irrelevant
Lazada,PH,lazada.com.ph,Dewalt DWHT10035-0 Folding Retractable Utility blade,Fabric Care,Laundry Detergents,DeWalt,4082640348,,,https://www.lazada.com.ph/products/dewalt-dwht10035-0-folding-retractable-utility-blade-i4082640348.html,,,https://filebroker-cdn.lazada.com.ph/kf/S8e4915c294514c6dbee133fcffa90fcf7.jpg,,2023-09-20,1,1.0,Blade length: 63.5 mm | Product Type: Folding and retractable,,,,,,,,,,,,,,dewalt dwht10035-0 folding retractable utility blade,dewalt,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,irrelevant
Lazada,PH,lazada.com.ph,Gillette Fusion ProGlide Power Razor + Cartridge 6s 1x12x1,Fabric Care,Laundry Detergents,Gillette,4204265761,,,https://www.lazada.com.ph/products/gillette-fusion-proglide-power-razor-cartridge-6s-1x12x1-i4204265761.html,,,https://filebroker-cdn.lazada.com.ph/kf/S1b2104c480b94633ac6c0f70e3409237R.jpg,,2024-02-02,1,5.0,,,,,,,,,,,,,,,gillette fusion proglide power razor cartridge 6s 1x12x1,gillette,fabric care,laundry detergents,,,2024-02-02,,0,0,0,0,Unknown,irrelevant
Lazada,PH,lazada.com.ph,Gillette Fusion ProGlide Flexball 8 Razor Blade Refills,Fabric Care,Laundry Detergents,Gillette,3509188055,,,https://www.lazada.com.ph/products/gillette-fusion-proglide-flexball-8-razor-blade-refills-i3509188055.html,,,https://ph-live-01.slatic.net/p/50540ff37176233c2704b968dd9400d4.png,,2023-09-20,118,5.0,FOR THAT CLOSE. SMOOTH SHAVE use Gillette Razor | Enjoy precision shaving with every motion when you use Gillette Fusion Proglide | 5 Blade Technology - Helps reduce pressure per blade. giving you a smoother shave | Precision Trimmer - For hard to reach areas such as nose hair and sideburns | FlexBall Technology - Follows facial contours for a closer shave | ProShield Lubrication - Lubricates skin before and after shave to help shield from irritation | Gillette Fusion ProGlide delivers precision shaving with every motion. Its blades are Gillette's thinnest and finest. cutting as close to the root as possible and leaving you with a smoothness that's difficult to replicate. Its lubricant strip is infused with a touch of mineral oil - giving you everything you need for an incredibly comfortable shaving experience. | Manufacaturing date is in MM/YY format. | Expiration date is in MM/YY format.,,,,,,,,,,,,,,gillette fusion proglide flexball 8 razor blade refills,gillette,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,irrelevant
Lazada,PH,lazada.com.ph,BARBERS BEARD FADE BRUSH(KNUCKLE BRUSH),Fabric Care,Laundry Detergents,No Brand,2519338651,,,https://www.lazada.com.ph/products/barbers-beard-fade-brushknuckle-brush-i2519338651.html,,,https://filebroker-cdn.lazada.com.ph/kf/Sa7be9326e0b94cf19981c052b7826a7fM.jpg,,2023-09-20,4,5.0,,,,,,,,,,,,,,,barbers beard fade brush(knuckle brush),no brand,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,borderline
Lazada,PH,lazada.com.ph,Gillette Fusion ProGlide Power Cartridge Refill 2s,Fabric Care,Laundry Detergents,Gillette,396278016,,,https://www.lazada.com.ph/products/gillette-fusion-proglide-power-cartridge-refill-2s-i396278016.html,,,https://ph-live-01.slatic.net/p/ea57d36b72e77e4a84043d34b3639811.jpg,,2023-09-20,6,5.0,At A Glance | Low Cutting Force Blades | Blade Stabilizer | Innovative Microcomb | Gillette Fusion ProGlide Power Cartridge Refill 2s,,,,,,,,,,,,,,gillette fusion proglide power cartridge refill 2s,gillette,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,borderline
Lazada,PH,lazada.com.ph,BIC Easy Clic Precision Refillable Shaver with 1 Free Refill,Fabric Care,Laundry Detergents,BIC,1617034547,,,https://www.lazada.com.ph/products/bic-easy-clic-precision-refillable-shaver-with-1-free-refill-i1617034547.html,,,https://ph-live-01.slatic.net/p/mdc/6cd0465957969aa55e1003974d40bfe1.jpg,,2023-09-20,8,4.555555555555555,BiC Easy Clic with Vitamin E Aloe Free 1 Refill,,,,,,,,,,,,,,bic easy clic precision refillable shaver with 1 free refill,bic,fabric care,laundry detergents,,,2023-09-20,,0,0,0,0,Unknown,borderline
Lazada,PH,lazada.com.ph,WAHL Clipper Guide Size 2 Original Clipper Guard,Fabric Care,Laundry Detergents,No Brand,486440110,,,https://www.lazada.com.ph/products/wahl-clipper-guide-size-2-original-clipper-guard-i486440110.html,,,https://ph-live-01.slatic.net/p/c2c43cfa50c41c67adb0db0d83c53fd9.jpg,,2023-09-02,5,4.2,Wahl Clipper Guide Size 2,,,,,,,,,,,,,,wahl clipper guide size 2 original clipper guard,no brand,fabric care,laundry detergents,,,2023-09-02,,0,0,0,0,Unknown,borderline
Lazada,PH,lazada.com.ph,Tide Simply Oxi 3in1 laundry pods. 13pcs,Fabric Care,Fabric Enhancer,No Brand,3519579505,,,https://www.lazada.com.ph/products/tide-simply-oxi-3in1-laundry-pods-13pcs-i3519579505.html,,,https://filebroker-cdn.lazada.com.ph/kf/S68b3d823d17142b3926814519d27a155t.jpg,,2023-09-20,3,5.0,Clean just got simpler | Dirt out. Odor out. Low price | Tide Simply PODS +Oxi dissolve in any temperature | Works in all machines | Always handle with dry hands. | Add pacs to drum before clothes. | Add clothes.,,,,,,,,,,,,,,tide simply oxi 3in1 laundry pods 13pcs,no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Tide,relevant
Lazada,PH,lazada.com.ph,Liquid Laundry Detergent Bright White To Remove Stains(500/pouch),Fabric Care,Fabric Enhancer,No Brand,1375696099,,,https://www.lazada.com.ph/products/liquid-laundry-detergent-bright-white-to-remove-stains500pouch-i1375696099.html,,,https://ph-live-01.slatic.net/p/99e9b11ac8308681a876e1e6d1c14981.png,,2023-09-20,32,4.15625,This detergent powder infuses your clothes for a brilliant clean and freshness. with burst after burst of uplifting fragrance! | Extra Clean Parfum Liquid Detergent provides long-lasting freshness and fragrance. | Let yourself feel the freshness and cleanliness this detergent will offer.,,,,,,,,,,,,,,liquid laundry detergent bright white to remove stains(500/pouch),no brand,fabric care,fabric enhancer,,,2023-09-20,,0,0,0,0,Unknown,relevant
Lazada,PH,lazada.com.ph,Laundry detergent for men's and women's underwear Blood stain and stain removal,Fabric Care,Fabric Enhancer,No Brand,3792215778,,,https://www.lazada.com.ph/products/laundry-detergent-for-mens-and-womens-underwear-blood-stain-and-stain-removal-i3792215778.html,,,https://ph-live-01.slatic.net/p/4cc44c701ebbada54a1fdfe9e6c18c53.jpg,,2023-10-02,1,5.0,Killing the germs and 99% mitesMild formula. gentle to handsSafe and soft to skin. environment-friendly productsModerate bubbles. easy to washKeeping the clothes with bright colour. not hurt the fabricOxi clean ingredients penetrate into the inner of fiber of fabric. quickly dissolve deep stainsFresh & sweet fragrance,,,,,,,,,,,,,,laundry detergent for men s and women s underwear blood stain and stain removal,no brand,fabric care,fabric enhancer,,,2023-10-02,,0,0,0,0,Unknown,relevant
